,City,job,salary_percentiles
45,quebec,"{'id': 'SOFTWARE-ENGINEER', 'title': 'Software Engineer'}","{'percentile_25': 46339.81976799523, 'percentile_50': 54345.362589367665, 'percentile_75': 63733.92149033848}"
46,quebec,"{'id': 'SYSTEMS-ADMINISTRATOR', 'title': 'Systems Administrator'}","{'percentile_25': 44164.89631721469, 'percentile_50': 52270.96533389983, 'percentile_75': 61864.83032391438}"
47,quebec,"{'id': 'TEACHER', 'title': 'Teacher'}","{'percentile_25': 24248.257014238847, 'percentile_50': 31695.697913340326, 'percentile_75': 41430.493978342594}"
48,quebec,"{'id': 'UX-DESIGNER', 'title': 'UX Designer'}","{'percentile_25': 40011.64619110559, 'percentile_50': 47925.12250551469, 'percentile_75': 57403.72081164616}"
49,quebec,"{'id': 'WAITER', 'title': 'Waiter'}","{'percentile_25': 15853.8666474583, 'percentile_50': 21572.889585235112, 'percentile_75': 29354.95645356378}"
50,quebec,"{'id': 'WEB-DESIGNER', 'title': 'Web Designer'}","{'percentile_25': 24549.12884500702, 'percentile_50': 29136.984433928767, 'percentile_75': 34582.23985311298}"
51,quebec,"{'id': 'WEB-DEVELOPER', 'title': 'Web Developer'}","{'percentile_25': 30712.81095923636, 'percentile_50': 37072.47366268001, 'percentile_75': 44749.0236336308}"
0,toronto,"{'id': 'ACCOUNT-MANAGER', 'title': 'Account Manager'}","{'percentile_25': 41202.68610304559, 'percentile_50': 50222.952163230795, 'percentile_75': 61217.97296617814}"
1,toronto,"{'id': 'ACCOUNTANT', 'title': 'Accountant'}","{'percentile_25': 37546.510606425465, 'percentile_50': 44617.28540383657, 'percentile_75': 53019.631509158986}"
2,toronto,"{'id': 'ADMINISTRATIVE-ASSISTANT', 'title': 'Administrative Assistant'}","{'percentile_25': 25095.442137109225, 'percentile_50': 29410.206560304974, 'percentile_75': 34466.82649359536}"
3,toronto,"{'id': 'ARCHITECT', 'title': 'Architect'}","{'percentile_25': 38935.041055132126, 'percentile_50': 47727.26061688775, 'percentile_75': 58504.91855824226}"
4,toronto,"{'id': 'ATTORNEY', 'title': 'Attorney'}","{'percentile_25': 55185.32242053897, 'percentile_50': 72035.8405321648, 'percentile_75': 94031.5666117077}"
5,toronto,"{'id': 'BUSINESS-ANALYST', 'title': 'Business Analyst'}","{'percentile_25': 40034.03189558727, 'percentile_50': 47279.04463240304, 'percentile_75': 55835.197093879135}"
6,toronto,"{'id': 'BUSINESS-DEVELOPMENT', 'title': 'Business Development'}","{'percentile_25': 50003.827065351186, 'percentile_50': 61352.183692475606, 'percentile_75': 75276.04714966897}"
7,toronto,"{'id': 'C-LEVEL-EXECUTIVE', 'title': 'C Level Executive'}","{'percentile_25': 91607.08949422753, 'percentile_50': 127014.7765989223, 'percentile_75': 176108.13271707227}"
8,toronto,"{'id': 'CASHIER', 'title': 'Cashier'}","{'percentile_25': 14813.08135855636, 'percentile_50': 21101.04282568604, 'percentile_75': 30058.16261680409}"
9,toronto,"{'id': 'CHEF', 'title': 'Chef'}","{'percentile_25': 27333.870074275826, 'percentile_50': 31968.888728280006, 'percentile_75': 37389.869921236364}"
10,toronto,"{'id': 'CHEMICAL-ENGINEER', 'title': 'Chemical Engineer'}","{'percentile_25': 41958.24615413298, 'percentile_50': 50096.34132289805, 'percentile_75': 59812.87694250053}"
11,toronto,"{'id': 'CIVIL-ENGINEER', 'title': 'Civil Engineer'}","{'percentile_25': 40374.1376062054, 'percentile_50': 49481.87093169955, 'percentile_75': 60644.15727668823}"
12,toronto,"{'id': 'CONTENT-MARKETING', 'title': 'Content Marketing'}","{'percentile_25': 31300.383238608498, 'percentile_50': 38867.22321267936, 'percentile_75': 48263.340060350005}"
13,toronto,"{'id': 'COPYWRITER', 'title': 'Copywriter'}","{'percentile_25': 29353.858919375, 'percentile_50': 35130.496489902165, 'percentile_75': 42043.9366087035}"
14,toronto,"{'id': 'CUSTOMER-SUPPORT', 'title': 'Customer Support'}","{'percentile_25': 26329.50241992415, 'percentile_50': 29776.541041618377, 'percentile_75': 33674.86336286555}"
15,toronto,"{'id': 'DATA-ANALYST', 'title': 'Data Analyst'}","{'percentile_25': 40099.50123771417, 'percentile_50': 47396.64656069533, 'percentile_75': 56021.696925413635}"
16,toronto,"{'id': 'DATA-SCIENTIST', 'title': 'Data Scientist'}","{'percentile_25': 55768.678980511024, 'percentile_50': 69177.2132951579, 'percentile_75': 85809.57854418806}"
17,toronto,"{'id': 'DENTIST', 'title': 'Dentist'}","{'percentile_25': 59481.10854675693, 'percentile_50': 82926.36025979435, 'percentile_75': 115612.8625365396}"
18,toronto,"{'id': 'ELECTRICAL-ENGINEER', 'title': 'Electrical Engineer'}","{'percentile_25': 45456.894894352175, 'percentile_50': 54605.88398848196, 'percentile_75': 65596.26593707409}"
19,toronto,"{'id': 'EXECUTIVE-ASSISTANT', 'title': 'Executive Assistant'}","{'percentile_25': 34225.73256513901, 'percentile_50': 39688.386649517415, 'percentile_75': 46022.91658312075}"
20,toronto,"{'id': 'FASHION-DESIGNER', 'title': 'Fashion Designer'}","{'percentile_25': 30570.490378594186, 'percentile_50': 39376.46580102376, 'percentile_75': 50719.04440449789}"
21,toronto,"{'id': 'FINANCE-MANAGER', 'title': 'Finance Manager'}","{'percentile_25': 56949.73191798876, 'percentile_50': 68629.15833706045, 'percentile_75': 82703.8374971801}"
22,toronto,"{'id': 'FINANCIAL-ANALYST', 'title': 'Financial Analyst'}","{'percentile_25': 45165.75511443862, 'percentile_50': 52067.25417326125, 'percentile_75': 60023.328521221534}"
23,toronto,"{'id': 'GRAPHIC-DESIGNER', 'title': 'Graphic Designer'}","{'percentile_25': 32649.03282691806, 'percentile_50': 37965.67275151844, 'percentile_75': 44148.08595147752}"
24,toronto,"{'id': 'HARDWARE-ENGINEER', 'title': 'Hardware Engineer'}","{'percentile_25': 53995.62458525166, 'percentile_50': 62547.67749355085, 'percentile_75': 72454.24031831327}"
25,toronto,"{'id': 'HUMAN-RESOURCES-MANAGER', 'title': 'Human Resources Manager'}","{'percentile_25': 41370.36174337846, 'percentile_50': 49180.62575085412, 'percentile_75': 58465.380705371914}"
26,toronto,"{'id': 'IT-MANAGER', 'title': 'IT Manager'}","{'percentile_25': 56107.44781878355, 'percentile_50': 66794.20798154139, 'percentile_75': 79516.47051013798}"
27,toronto,"{'id': 'INDUSTRIAL-DESIGNER', 'title': 'Industrial Designer'}","{'percentile_25': 29773.39878121832, 'percentile_50': 36333.191480866655, 'percentile_75': 44338.263591796196}"
28,toronto,"{'id': 'INTERIOR-DESIGNER', 'title': 'Interior Designer'}","{'percentile_25': 37119.540182295954, 'percentile_50': 44202.976025512406, 'percentile_75': 52638.12751764453}"
29,toronto,"{'id': 'LECTURER', 'title': 'Lecturer'}","{'percentile_25': 43058.77459262553, 'percentile_50': 59270.8596374885, 'percentile_75': 81586.96654522362}"
30,toronto,"{'id': 'MARKETING-MANAGER', 'title': 'Marketing Manager'}","{'percentile_25': 43643.452708034834, 'percentile_50': 52783.096065760576, 'percentile_75': 63836.728247084626}"
31,toronto,"{'id': 'MECHANICAL-ENGINEER', 'title': 'Mechanical Engineer'}","{'percentile_25': 42851.97577081145, 'percentile_50': 50823.76328140925, 'percentile_75': 60278.5488328444}"
32,toronto,"{'id': 'MOBILE-DEVELOPER', 'title': 'Mobile Developer'}","{'percentile_25': 44173.45115581097, 'percentile_50': 53256.76129094886, 'percentile_75': 64207.856732697204}"
33,toronto,"{'id': 'NURSE', 'title': 'Nurse'}","{'percentile_25': 41324.49520161009, 'percentile_50': 46965.05923695683, 'percentile_75': 53375.52892950826}"
34,toronto,"{'id': 'OFFICE-MANAGER', 'title': 'Office Manager'}","{'percentile_25': 28556.17654117384, 'percentile_50': 33988.7827118606, 'percentile_75': 40454.90293731691}"
35,toronto,"{'id': 'OPERATIONS-MANAGER', 'title': 'Operations Manager'}","{'percentile_25': 43490.42371861735, 'percentile_50': 55216.44605411783, 'percentile_75': 70104.07474007092}"
36,toronto,"{'id': 'PHARMACIST', 'title': 'Pharmacist'}","{'percentile_25': 52073.955460415855, 'percentile_50': 64822.59033691707, 'percentile_75': 80692.31885374851}"
37,toronto,"{'id': 'PHYSICIAN', 'title': 'Physician'}","{'percentile_25': 65644.78188603562, 'percentile_50': 89224.30689462807, 'percentile_75': 121273.56831876813}"
38,toronto,"{'id': 'POSTDOCTORAL-RESEARCHER', 'title': 'Postdoctoral Researcher'}","{'percentile_25': 29674.718390602553, 'percentile_50': 33685.85277054129, 'percentile_75': 38239.17254891069}"
39,toronto,"{'id': 'PRODUCT-MANAGER', 'title': 'Product Manager'}","{'percentile_25': 58822.48909954092, 'percentile_50': 69401.95628052809, 'percentile_75': 81884.18425159644}"
40,toronto,"{'id': 'PROJECT-MANAGER', 'title': 'Project Manager'}","{'percentile_25': 44250.09340966492, 'percentile_50': 54264.17687363991, 'percentile_75': 66544.51244910884}"
41,toronto,"{'id': 'QA-ENGINEER', 'title': 'QA Engineer'}","{'percentile_25': 36675.59660086693, 'percentile_50': 44586.106652070914, 'percentile_75': 54202.82396559166}"
42,toronto,"{'id': 'RECEPTIONIST', 'title': 'Receptionist'}","{'percentile_25': 20857.797362973582, 'percentile_50': 23763.121372590016, 'percentile_75': 27073.133732273454}"
43,toronto,"{'id': 'RESEARCH-SCIENTIST', 'title': 'Research Scientist'}","{'percentile_25': 42291.9575405744, 'percentile_50': 51015.60640472876, 'percentile_75': 61538.700220847095}"
44,toronto,"{'id': 'SALES-MANAGER', 'title': 'Sales Manager'}","{'percentile_25': 47612.74157566909, 'percentile_50': 59519.24074068071, 'percentile_75': 74403.19337035202}"
45,toronto,"{'id': 'SOFTWARE-ENGINEER', 'title': 'Software Engineer'}","{'percentile_25': 49176.951588690325, 'percentile_50': 57672.629687058376, 'percentile_75': 67635.99831969877}"
46,toronto,"{'id': 'SYSTEMS-ADMINISTRATOR', 'title': 'Systems Administrator'}","{'percentile_25': 41163.39850872837, 'percentile_50': 48718.56963125196, 'percentile_75': 57660.42437948517}"
47,toronto,"{'id': 'TEACHER', 'title': 'Teacher'}","{'percentile_25': 30937.431360125975, 'percentile_50': 40439.338717551516, 'percentile_75': 52859.595771761}"
48,toronto,"{'id': 'UX-DESIGNER', 'title': 'UX Designer'}","{'percentile_25': 43529.15355888419, 'percentile_50': 52138.320085127, 'percentile_75': 62450.20173943489}"
49,toronto,"{'id': 'WAITER', 'title': 'Waiter'}","{'percentile_25': 20658.06867188739, 'percentile_50': 28110.128855695235, 'percentile_75': 38250.39779053055}"
50,toronto,"{'id': 'WEB-DESIGNER', 'title': 'Web Designer'}","{'percentile_25': 36005.38897998035, 'percentile_50': 42734.24383074356, 'percentile_75': 50720.618427448535}"
51,toronto,"{'id': 'WEB-DEVELOPER', 'title': 'Web Developer'}","{'percentile_25': 36172.86624239922, 'percentile_50': 43663.13564763791, 'percentile_75': 52704.40561188935}"
0,winnipeg,"{'id': 'ACCOUNT-MANAGER', 'title': 'Account Manager'}","{'percentile_25': 30596.054048006245, 'percentile_50': 37294.27140376145, 'percentile_75': 45458.890788828794}"
1,winnipeg,"{'id': 'ACCOUNTANT', 'title': 'Accountant'}","{'percentile_25': 33279.86167417232, 'percentile_50': 39547.13933571437, 'percentile_75': 46994.67338387917}"
2,winnipeg,"{'id': 'ADMINISTRATIVE-ASSISTANT', 'title': 'Administrative Assistant'}","{'percentile_25': 28717.464708397038, 'percentile_50': 33654.97864197836, 'percentile_75': 39441.42001716567}"
3,winnipeg,"{'id': 'ARCHITECT', 'title': 'Architect'}","{'percentile_25': 35395.491869332975, 'percentile_50': 43388.418742296446, 'percentile_75': 53186.28959604675}"
4,winnipeg,"{'id': 'ATTORNEY', 'title': 'Attorney'}","{'percentile_25': 36643.05409481677, 'percentile_50': 47831.798108526054, 'percentile_75': 62436.96020464685}"
5,winnipeg,"{'id': 'BUSINESS-ANALYST', 'title': 'Business Analyst'}","{'percentile_25': 45371.90281593392, 'percentile_50': 53582.91724711331, 'percentile_75': 63279.89003147332}"
6,winnipeg,"{'id': 'BUSINESS-DEVELOPMENT', 'title': 'Business Development'}","{'percentile_25': 34093.51845631401, 'percentile_50': 41831.034333578646, 'percentile_75': 51324.577592635396}"
7,winnipeg,"{'id': 'C-LEVEL-EXECUTIVE', 'title': 'C Level Executive'}","{'percentile_25': 95424.05154565272, 'percentile_50': 132307.05896854724, 'percentile_75': 183445.97163254832}"
8,winnipeg,"{'id': 'CASHIER', 'title': 'Cashier'}","{'percentile_25': 13432.20088677386, 'percentile_50': 19133.996457719953, 'percentile_75': 27256.13051279877}"
9,winnipeg,"{'id': 'CHEF', 'title': 'Chef'}","{'percentile_25': 25771.93463613466, 'percentile_50': 30142.09508758394, 'percentile_75': 35253.305935173594}"
10,winnipeg,"{'id': 'CHEMICAL-ENGINEER', 'title': 'Chemical Engineer'}","{'percentile_25': 37021.981903338485, 'percentile_50': 44202.65410835439, 'percentile_75': 52776.06788648523}"
11,winnipeg,"{'id': 'CIVIL-ENGINEER', 'title': 'Civil Engineer'}","{'percentile_25': 37327.03287835175, 'percentile_50': 45747.39011047656, 'percentile_75': 56067.23976000478}"
12,winnipeg,"{'id': 'CONTENT-MARKETING', 'title': 'Content Marketing'}","{'percentile_25': 28745.249922780527, 'percentile_50': 35694.38866144976, 'percentile_75': 44323.47554247288}"
13,winnipeg,"{'id': 'COPYWRITER', 'title': 'Copywriter'}","{'percentile_25': 37626.31007905604, 'percentile_50': 45030.90913805348, 'percentile_75': 53892.68236877563}"
14,winnipeg,"{'id': 'CUSTOMER-SUPPORT', 'title': 'Customer Support'}","{'percentile_25': 27730.00786414967, 'percentile_50': 31360.399606344283, 'percentile_75': 35466.079500866974}"
15,winnipeg,"{'id': 'DATA-ANALYST', 'title': 'Data Analyst'}","{'percentile_25': 31111.682000674136, 'percentile_50': 36773.26026107903, 'percentile_75': 43465.109671658145}"
16,winnipeg,"{'id': 'DATA-SCIENTIST', 'title': 'Data Scientist'}","{'percentile_25': 39834.77068186757, 'percentile_50': 49412.295185702365, 'percentile_75': 61292.55606912199}"
17,winnipeg,"{'id': 'DENTIST', 'title': 'Dentist'}","{'percentile_25': 62979.997270864624, 'percentile_50': 87804.38141520716, 'percentile_75': 122413.6190820977}"
18,winnipeg,"{'id': 'ELECTRICAL-ENGINEER', 'title': 'Electrical Engineer'}","{'percentile_25': 48430.71044139972, 'percentile_50': 58178.23154108781, 'percentile_75': 69887.61045212949}"
19,winnipeg,"{'id': 'EXECUTIVE-ASSISTANT', 'title': 'Executive Assistant'}","{'percentile_25': 24404.435394293916, 'percentile_50': 28299.545264721604, 'percentile_75': 32816.34052379182}"
20,winnipeg,"{'id': 'FASHION-DESIGNER', 'title': 'Fashion Designer'}","{'percentile_25': 16835.92223808338, 'percentile_50': 21685.589856454542, 'percentile_75': 27932.22733938569}"
21,winnipeg,"{'id': 'FINANCE-MANAGER', 'title': 'Finance Manager'}","{'percentile_25': 38965.6060512765, 'percentile_50': 46956.79255104272, 'percentile_75': 56586.83619035942}"
22,winnipeg,"{'id': 'FINANCIAL-ANALYST', 'title': 'Financial Analyst'}","{'percentile_25': 34742.88854574616, 'percentile_50': 40051.73397914161, 'percentile_75': 46171.791174580794}"
23,winnipeg,"{'id': 'GRAPHIC-DESIGNER', 'title': 'Graphic Designer'}","{'percentile_25': 24244.33130817765, 'percentile_50': 28192.331249720915, 'percentile_75': 32783.232137481165}"
24,winnipeg,"{'id': 'HARDWARE-ENGINEER', 'title': 'Hardware Engineer'}","{'percentile_25': 44605.081173942235, 'percentile_50': 51669.82053603293, 'percentile_75': 59853.502873692756}"
25,winnipeg,"{'id': 'HUMAN-RESOURCES-MANAGER', 'title': 'Human Resources Manager'}","{'percentile_25': 45064.14404172095, 'percentile_50': 53571.75304779651, 'percentile_75': 63685.503977554195}"
26,winnipeg,"{'id': 'IT-MANAGER', 'title': 'IT Manager'}","{'percentile_25': 56582.93468019102, 'percentile_50': 67360.26059214133, 'percentile_75': 80190.33888374259}"
27,winnipeg,"{'id': 'INDUSTRIAL-DESIGNER', 'title': 'Industrial Designer'}","{'percentile_25': 28812.966569109092, 'percentile_50': 35161.153046647334, 'percentile_75': 42907.99701601098}"
28,winnipeg,"{'id': 'INTERIOR-DESIGNER', 'title': 'Interior Designer'}","{'percentile_25': 25272.878428406322, 'percentile_50': 30095.64325130855, 'percentile_75': 35838.72510904763}"
29,winnipeg,"{'id': 'LECTURER', 'title': 'Lecturer'}","{'percentile_25': 30108.76719814011, 'percentile_50': 41445.03719631973, 'percentile_75': 57049.53301144898}"
30,winnipeg,"{'id': 'MARKETING-MANAGER', 'title': 'Marketing Manager'}","{'percentile_25': 35347.58980176965, 'percentile_50': 42749.945575817364, 'percentile_75': 51702.474114482655}"
31,winnipeg,"{'id': 'MECHANICAL-ENGINEER', 'title': 'Mechanical Engineer'}","{'percentile_25': 43284.824019400316, 'percentile_50': 51337.13462576304, 'percentile_75': 60887.42304698949}"
32,winnipeg,"{'id': 'MOBILE-DEVELOPER', 'title': 'Mobile Developer'}","{'percentile_25': 49803.400806511985, 'percentile_50': 60044.38772709702, 'percentile_75': 72391.21102449992}"
33,winnipeg,"{'id': 'NURSE', 'title': 'Nurse'}","{'percentile_25': 48802.261033749404, 'percentile_50': 55463.498548577176, 'percentile_75': 63033.95797831301}"
34,winnipeg,"{'id': 'OFFICE-MANAGER', 'title': 'Office Manager'}","{'percentile_25': 23029.17462962386, 'percentile_50': 27410.308638574486, 'percentile_75': 32624.92172409145}"
35,winnipeg,"{'id': 'OPERATIONS-MANAGER', 'title': 'Operations Manager'}","{'percentile_25': 46901.43735053607, 'percentile_50': 59547.147704475814, 'percentile_75': 75602.43352964387}"
36,winnipeg,"{'id': 'PHARMACIST', 'title': 'Pharmacist'}","{'percentile_25': 60296.15895132841, 'percentile_50': 75057.73617576386, 'percentile_75': 93433.2112992158}"
37,winnipeg,"{'id': 'PHYSICIAN', 'title': 'Physician'}","{'percentile_25': 84400.43377016878, 'percentile_50': 114716.96598391909, 'percentile_75': 155923.1593571149}"
38,winnipeg,"{'id': 'POSTDOCTORAL-RESEARCHER', 'title': 'Postdoctoral Researcher'}","{'percentile_25': 29674.718390602553, 'percentile_50': 33685.85277054129, 'percentile_75': 38239.17254891069}"
39,winnipeg,"{'id': 'PRODUCT-MANAGER', 'title': 'Product Manager'}","{'percentile_25': 39744.92506005915, 'percentile_50': 46893.213701524845, 'percentile_75': 55327.1515277479}"
40,winnipeg,"{'id': 'PROJECT-MANAGER', 'title': 'Project Manager'}","{'percentile_25': 42122.6850762003, 'percentile_50': 51655.32221753146, 'percentile_75': 63345.25704071503}"
41,winnipeg,"{'id': 'QA-ENGINEER', 'title': 'QA Engineer'}","{'percentile_25': 32046.637810022683, 'percentile_50': 38958.73396792541, 'percentile_75': 47361.690838871524}"
42,winnipeg,"{'id': 'RECEPTIONIST', 'title': 'Receptionist'}","{'percentile_25': 19960.6877972055, 'percentile_50': 22741.051635828902, 'percentile_75': 25908.69787442085}"
43,winnipeg,"{'id': 'RESEARCH-SCIENTIST', 'title': 'Research Scientist'}","{'percentile_25': 42291.9575405744, 'percentile_50': 51015.60640472876, 'percentile_75': 61538.700220847095}"
44,winnipeg,"{'id': 'SALES-MANAGER', 'title': 'Sales Manager'}","{'percentile_25': 34806.555919607636, 'percentile_50': 43510.61736237311, 'percentile_75': 54391.29995014414}"
45,winnipeg,"{'id': 'SOFTWARE-ENGINEER', 'title': 'Software Engineer'}","{'percentile_25': 39719.84551479898, 'percentile_50': 46581.739362750945, 'percentile_75': 54629.075565029736}"
46,winnipeg,"{'id': 'SYSTEMS-ADMINISTRATOR', 'title': 'Systems Administrator'}","{'percentile_25': 32158.90508408322, 'percentile_50': 38061.38252445595, 'percentile_75': 45047.20654777414}"
47,winnipeg,"{'id': 'TEACHER', 'title': 'Teacher'}","{'percentile_25': 41249.90848003921, 'percentile_50': 53919.11828115293, 'percentile_75': 70479.46100592648}"
48,winnipeg,"{'id': 'UX-DESIGNER', 'title': 'UX Designer'}","{'percentile_25': 36054.45041967417, 'percentile_50': 43185.27522055281, 'percentile_75': 51726.42972411578}"
49,winnipeg,"{'id': 'WAITER', 'title': 'Waiter'}","{'percentile_25': 14412.606051190709, 'percentile_50': 19611.71781003501, 'percentile_75': 26686.32404815289}"
50,winnipeg,"{'id': 'WEB-DESIGNER', 'title': 'Web Designer'}","{'percentile_25': 31422.884928567208, 'percentile_50': 37295.34006834503, 'percentile_75': 44265.26698536732}"
51,winnipeg,"{'id': 'WEB-DEVELOPER', 'title': 'Web Developer'}","{'percentile_25': 27300.276407735248, 'percentile_50': 32953.30992161534, 'percentile_75': 39776.90989540121}"
0,edmonton,"{'id': 'ACCOUNT-MANAGER', 'title': 'Account Manager'}","{'percentile_25': 35491.422679133015, 'percentile_50': 43261.35483092096, 'percentile_75': 52732.313345872506}"
1,edmonton,"{'id': 'ACCOUNTANT', 'title': 'Accountant'}","{'percentile_25': 39679.83507097584, 'percentile_50': 47152.358438258765, 'percentile_75': 56032.11057488285}"
2,edmonton,"{'id': 'ADMINISTRATIVE-ASSISTANT', 'title': 'Administrative Assistant'}","{'percentile_25': 27165.16931883041, 'percentile_50': 31835.7906057627, 'percentile_75': 37309.45136393523}"
3,edmonton,"{'id': 'ARCHITECT', 'title': 'Architect'}","{'percentile_25': 43801.92118800002, 'percentile_50': 53693.16819320442, 'percentile_75': 65818.0333746081}"
4,edmonton,"{'id': 'ATTORNEY', 'title': 'Attorney'}","{'percentile_25': 53419.39210456458, 'percentile_50': 69730.69363469005, 'percentile_75': 91022.55647644338}"
5,edmonton,"{'id': 'BUSINESS-ANALYST', 'title': 'Business Analyst'}","{'percentile_25': 50264.95116324583, 'percentile_50': 59361.467147495096, 'percentile_75': 70104.191894247}"
6,edmonton,"{'id': 'BUSINESS-DEVELOPMENT', 'title': 'Business Development'}","{'percentile_25': 49549.246832584446, 'percentile_50': 60794.43656676401, 'percentile_75': 74591.71942528423}"
7,edmonton,"{'id': 'C-LEVEL-EXECUTIVE', 'title': 'C Level Executive'}","{'percentile_25': 61071.3929937584, 'percentile_50': 84676.51774260092, 'percentile_75': 117405.42184367409}"
8,edmonton,"{'id': 'CASHIER', 'title': 'Cashier'}","{'percentile_25': 12930.062542352314, 'percentile_50': 18418.70687169492, 'percentile_75': 26237.209736164474}"
9,edmonton,"{'id': 'CHEF', 'title': 'Chef'}","{'percentile_25': 34622.90209093823, 'percentile_50': 40493.925721179156, 'percentile_75': 47360.50190147246}"
10,edmonton,"{'id': 'CHEMICAL-ENGINEER', 'title': 'Chemical Engineer'}","{'percentile_25': 52324.401088364924, 'percentile_50': 62473.08446741128, 'percentile_75': 74590.17593495526}"
11,edmonton,"{'id': 'CIVIL-ENGINEER', 'title': 'Civil Engineer'}","{'percentile_25': 43421.242326390886, 'percentile_50': 53216.351762016275, 'percentile_75': 65221.07482717995}"
12,edmonton,"{'id': 'CONTENT-MARKETING', 'title': 'Content Marketing'}","{'percentile_25': 40882.13320091739, 'percentile_50': 50765.35276779434, 'percentile_75': 63037.831929493695}"
13,edmonton,"{'id': 'COPYWRITER', 'title': 'Copywriter'}","{'percentile_25': 23483.08713873368, 'percentile_50': 28104.39719091985, 'percentile_75': 33635.149279933066}"
14,edmonton,"{'id': 'CUSTOMER-SUPPORT', 'title': 'Customer Support'}","{'percentile_25': 28850.41222464161, 'percentile_50': 32627.48646095351, 'percentile_75': 36899.05241112821}"
15,edmonton,"{'id': 'DATA-ANALYST', 'title': 'Data Analyst'}","{'percentile_25': 36642.64768378738, 'percentile_50': 43310.72875210541, 'percentile_75': 51192.24028858621}"
16,edmonton,"{'id': 'DATA-SCIENTIST', 'title': 'Data Scientist'}","{'percentile_25': 41162.596437189786, 'percentile_50': 51059.37173265281, 'percentile_75': 63335.64127110763}"
17,edmonton,"{'id': 'DENTIST', 'title': 'Dentist'}","{'percentile_25': 80474.4410143066, 'percentile_50': 112194.48732760611, 'percentile_75': 156417.4019483598}"
18,edmonton,"{'id': 'ELECTRICAL-ENGINEER', 'title': 'Electrical Engineer'}","{'percentile_25': 46731.38726970255, 'percentile_50': 56136.89007937092, 'percentile_75': 67435.41358179397}"
19,edmonton,"{'id': 'EXECUTIVE-ASSISTANT', 'title': 'Executive Assistant'}","{'percentile_25': 30654.3517727072, 'percentile_50': 35546.98978305517, 'percentile_75': 41220.52529460604}"
20,edmonton,"{'id': 'FASHION-DESIGNER', 'title': 'Fashion Designer'}","{'percentile_25': 20823.377499071936, 'percentile_50': 26821.650614481874, 'percentile_75': 34547.75488353887}"
21,edmonton,"{'id': 'FINANCE-MANAGER', 'title': 'Finance Manager'}","{'percentile_25': 50455.46420354315, 'percentile_50': 60803.02624278276, 'percentile_75': 73272.698183221}"
22,edmonton,"{'id': 'FINANCIAL-ANALYST', 'title': 'Financial Analyst'}","{'percentile_25': 33584.792264665695, 'percentile_50': 38716.67617961922, 'percentile_75': 44632.73146323912}"
23,edmonton,"{'id': 'GRAPHIC-DESIGNER', 'title': 'Graphic Designer'}","{'percentile_25': 30062.970820682134, 'percentile_50': 34958.490749789074, 'percentile_75': 40651.20785276266}"
24,edmonton,"{'id': 'HARDWARE-ENGINEER', 'title': 'Hardware Engineer'}","{'percentile_25': 50708.93438301649, 'percentile_50': 58740.427558567724, 'percentile_75': 68043.98222414566}"
25,edmonton,"{'id': 'HUMAN-RESOURCES-MANAGER', 'title': 'Human Resources Manager'}","{'percentile_25': 48019.1698870109, 'percentile_50': 57084.65489166927, 'percentile_75': 67861.60260097377}"
26,edmonton,"{'id': 'IT-MANAGER', 'title': 'IT Manager'}","{'percentile_25': 51828.06622329416, 'percentile_50': 61699.73449318689, 'percentile_75': 73451.65494171497}"
27,edmonton,"{'id': 'INDUSTRIAL-DESIGNER', 'title': 'Industrial Designer'}","{'percentile_25': 34575.55989029139, 'percentile_50': 42193.383657304796, 'percentile_75': 51489.596411493185}"
28,edmonton,"{'id': 'INTERIOR-DESIGNER', 'title': 'Interior Designer'}","{'percentile_25': 28958.506525013356, 'percentile_50': 34484.59122636747, 'percentile_75': 41065.20586696975}"
29,edmonton,"{'id': 'LECTURER', 'title': 'Lecturer'}","{'percentile_25': 45001.27568079021, 'percentile_50': 61944.73298297322, 'percentile_75': 85267.58155813396}"
30,edmonton,"{'id': 'MARKETING-MANAGER', 'title': 'Marketing Manager'}","{'percentile_25': 39675.866101167114, 'percentile_50': 47984.63278789806, 'percentile_75': 58033.38931325031}"
31,edmonton,"{'id': 'MECHANICAL-ENGINEER', 'title': 'Mechanical Engineer'}","{'percentile_25': 48911.851134963676, 'percentile_50': 58010.962127948944, 'percentile_75': 68802.78805487139}"
32,edmonton,"{'id': 'MOBILE-DEVELOPER', 'title': 'Mobile Developer'}","{'percentile_25': 46771.88946279792, 'percentile_50': 56389.511956568254, 'percentile_75': 67984.78947978208}"
33,edmonton,"{'id': 'NURSE', 'title': 'Nurse'}","{'percentile_25': 44866.5948091519, 'percentile_50': 50990.63575083515, 'percentile_75': 57950.574259849775}"
34,edmonton,"{'id': 'OFFICE-MANAGER', 'title': 'Office Manager'}","{'percentile_25': 36539.623746758785, 'percentile_50': 43491.02304047718, 'percentile_75': 51764.87580212421}"
35,edmonton,"{'id': 'OPERATIONS-MANAGER', 'title': 'Operations Manager'}","{'percentile_25': 58413.60834128877, 'percentile_50': 74163.2657781017, 'percentile_75': 94159.39448112516}"
36,edmonton,"{'id': 'PHARMACIST', 'title': 'Pharmacist'}","{'percentile_25': 57555.4244518253, 'percentile_50': 71646.02089655078, 'percentile_75': 89186.24715565275}"
37,edmonton,"{'id': 'PHYSICIAN', 'title': 'Physician'}","{'percentile_25': 88663.08196896994, 'percentile_50': 120510.7521619038, 'percentile_75': 163798.06638923814}"
